University,Department,Name,Position,Link,Email,Research Focus
Berkeley,Dept of Civil and Environmental Engineering,Scott Moura,,https://vcresearch.berkeley.edu/faculty/scott-moura,,
Berkeley,Dept of Mechanical Engineering,Mark W. Mueller,,https://vcresearch.berkeley.edu/faculty/mark-w-mueller,,
Berkeley,Division of Electrical Engineering (EECS),Rikky Muller,,https://vcresearch.berkeley.edu/faculty/rikky-muller,,
Berkeley,Dept of Bioengineering,Niren Murthy,,https://vcresearch.berkeley.edu/faculty/niren-murthy,,
Berkeley,Dept of Civil and Environmental Engineering,Kara L. Nelson,,https://vcresearch.berkeley.edu/faculty/kara-nelson,,
Berkeley,Division of Electrical Engineering (EECS),Clark Nguyen,,https://vcresearch.berkeley.edu/faculty/clark-nguyen,,
Berkeley,Division of Electrical Engineering (EECS),Ali Niknejad,,https://vcresearch.berkeley.edu/faculty/ali-niknejad,,
Berkeley,Division of Electrical Engineering (EECS),Borivoje Nikolic,,https://vcresearch.berkeley.edu/faculty/borivoje-nikolic,,
Berkeley,Dept of Nuclear Engineering,Eric B. Norman,,https://vcresearch.berkeley.edu/faculty/eric-b-norman,,
Berkeley,Dept of Mechanical Engineering,Grace D O'Connell,,https://vcresearch.berkeley.edu/faculty/grace-oconnell,,
Berkeley,Dept of Mechanical Engineering,Oliver O'Reilly,,https://vcresearch.berkeley.edu/faculty/oliver-oreilly,,
Berkeley,Dept of Materials Science and Engineering,Ahmad Omar,,https://vcresearch.berkeley.edu/faculty/ahmad-omar,,
Berkeley,Dept of Civil and Environmental Engineering,Eyitayo Opabola,,https://vcresearch.berkeley.edu/faculty/eyitayo-opabola,,
Berkeley,Dept of Industrial Engineering & Operations Research,Shmuel S. Oren,,https://vcresearch.berkeley.edu/faculty/shmuel-s-oren,,
Berkeley,Dept of Civil and Environmental Engineering,Claudia P. Ostertag,,https://vcresearch.berkeley.edu/faculty/claudia-ostertag,,
Berkeley,Dept of Mechanical Engineering,Panayiotis Papadopoulos,,https://vcresearch.berkeley.edu/faculty/panayiotis-papadopoulos,,
Berkeley,Dept of Materials Science and Engineering,Kristin Persson,,https://vcresearch.berkeley.edu/faculty/kristin-persson,,
Berkeley,Dept of Nuclear Engineering,Per F. Peterson,,https://vcresearch.berkeley.edu/faculty/per-peterson,,
Berkeley,Dept of Civil and Environmental Engineering,Amy Pickering,,https://vcresearch.berkeley.edu/faculty/amy-pickering,,
Berkeley,Division of Electrical Engineering (EECS),Robert Pilawa-Podgurski,,https://vcresearch.berkeley.edu/faculty/robert-pilawa-podgurski,,
Berkeley,Dept of Mechanical Engineering,Kameshwar Poolla,,https://vcresearch.berkeley.edu/faculty/kameshwar-poolla,,
Berkeley,Dept of Mechanical Engineering,Lisa A. Pruitt,,https://vcresearch.berkeley.edu/faculty/lisa-pruitt,,
Berkeley,Division of Electrical Engineering (EECS),Jan M. Rabaey,,https://vcresearch.berkeley.edu/faculty/jan-m-rabaey,,
Berkeley,Dept of Chemical & Biomolecular Engineering,Clayton J. Radke,,https://vcresearch.berkeley.edu/faculty/clayton-radke,,
Berkeley,Dept of Materials Science and Engineering,Ramamoorthy Ramesh,,https://vcresearch.berkeley.edu/faculty/ramamoorthy-ramesh,,
Berkeley,Dept of Civil and Environmental Engineering,James W. Rector,,https://vcresearch.berkeley.edu/faculty/james-rector,,
Berkeley,Dept of Chemical & Biomolecular Engineering,Jeffrey A. Reimer,,https://vcresearch.berkeley.edu/faculty/jeffrey-reimer,,
Berkeley,Dept of Industrial Engineering & Operations Research,Rhonda Righter,,https://vcresearch.berkeley.edu/faculty/rhonda-righter,,
Berkeley,Dept of Materials Science and Engineering,Robert Ritchie,,https://vcresearch.berkeley.edu/faculty/robert-ritchie,,
Berkeley,Division of Electrical Engineering (EECS),Jaijeet Roychowdhury,,https://vcresearch.berkeley.edu/faculty/jaijeet-roychowdhury,,
Berkeley,Dept of Civil and Environmental Engineering,Yoram Rubin,,https://vcresearch.berkeley.edu/faculty/yoram-rubin,,
Berkeley,Dept of Bioengineering,Boris Rubinsky,,https://vcresearch.berkeley.edu/faculty/boris-rubinsky,,
Berkeley,Division of Electrical Engineering (EECS),Sayeef Salahuddin,,https://vcresearch.berkeley.edu/faculty/sayeef-salahuddin,,
Berkeley,Division of Electrical Engineering (EECS),Alberto Sangiovanni-Vincentelli,,https://vcresearch.berkeley.edu/faculty/alberto-sangiovanni-vincentelli,,
Berkeley,Dept of Bioengineering,S. Shankar Sastry,,https://vcresearch.berkeley.edu/faculty/s-shankar-sastry,,
Berkeley,Dept of Mechanical Engineering,Omer Savas,,https://vcresearch.berkeley.edu/faculty/omer-savas,,
Berkeley,Dept of Nuclear Engineering,Raluca O. Scarlat,,https://vcresearch.berkeley.edu/faculty/raluca-scarlat,,
Berkeley,Dept of Chemical & Biomolecular Engineering,David V. Schaffer,,https://vcresearch.berkeley.edu/faculty/david-schaffer,,
Berkeley,Dept of Mechanical Engineering,Thomas Schutzius,,https://vcresearch.berkeley.edu/faculty/thomas-schutzius,,
Berkeley,Dept of Materials Science and Engineering,Mary Scott,,https://vcresearch.berkeley.edu/faculty/mary-scott,,
Berkeley,Dept of Civil and Environmental Engineering,David L. Sedlak,,https://vcresearch.berkeley.edu/faculty/david-sedlak,,
Berkeley,Dept of Civil and Environmental Engineering,Raja Sengupta,,https://vcresearch.berkeley.edu/faculty/raja-sengupta,,
Berkeley,Dept of Mechanical Engineering,Shawn Shadden,,https://vcresearch.berkeley.edu/faculty/shawn-shadden,,
Berkeley,Dept of Civil and Environmental Engineering,Susan Shaheen,,https://vcresearch.berkeley.edu/faculty/susan-shaheen,,
Berkeley,Division of Electrical Engineering (EECS),Sophia Shao,,https://vcresearch.berkeley.edu/faculty/sophia-shao,,
Berkeley,Dept of Chemical & Biomolecular Engineering,Karthik Shekhar,,https://vcresearch.berkeley.edu/faculty/karthik-shekhar,,
