University,Department,Name,Position,Link,Email,Research Focus
Berkeley,Dept of Plant and Microbial Biology,Benjamin Blackman,N/A,https://vcresearch.berkeley.edu/faculty/benjamin-blackman,N/A,N/A
Berkeley,Dept of Linguistics,Isaac L. Bleaman,N/A,https://vcresearch.berkeley.edu/faculty/isaac-l-bleaman,N/A,N/A
Berkeley,Dept of French,Déborah A. Blocker,N/A,https://vcresearch.berkeley.edu/faculty/deborah-blocker,N/A,N/A
Berkeley,Dept of Sociology,Irene Bloemraad,N/A,https://vcresearch.berkeley.edu/faculty/irene-bloemraad,N/A,N/A
Berkeley,"Dept of Environmental Science, Policy & Management",Benjamin Blonder,N/A,https://vcresearch.berkeley.edu/faculty/benjamin-blonder,N/A,N/A
Berkeley,School of Public Health,Joan Bloom,N/A,https://vcresearch.berkeley.edu/faculty/joan-bloom,N/A,N/A
Berkeley,Dept of Astronomy,Joshua Bloom,N/A,https://vcresearch.berkeley.edu/faculty/joshua-bloom,N/A,N/A
Berkeley,Dept of East Asian Languages and Cultures,Mark Blum,N/A,https://vcresearch.berkeley.edu/faculty/mark-blum,N/A,N/A
Berkeley,School of Information,Joshua Blumenstock,N/A,https://vcresearch.berkeley.edu/faculty/joshua-blumenstock,N/A,N/A
Berkeley,Dept of Chemistry,Kristie Boering,N/A,https://vcresearch.berkeley.edu/faculty/kristie-boering,N/A,N/A
Berkeley,Dept of Chemical & Biomolecular Engineering,Shannon Boettcher,N/A,https://vcresearch.berkeley.edu/faculty/shannon-boettcher,N/A,N/A
Berkeley,"Dept of Environmental Science, Policy & Management",Carl Boettiger,N/A,https://vcresearch.berkeley.edu/faculty/carl-boettiger,N/A,N/A
Berkeley,Dept of Mechanical Engineering,David B. Bogy,N/A,https://vcresearch.berkeley.edu/faculty/david-b-bogy,N/A,N/A
Berkeley,Division of Electrical Engineering (EECS),Jeffrey Bokor,N/A,https://vcresearch.berkeley.edu/faculty/jeffrey-bokor,N/A,N/A
Berkeley,Division of Electrical Engineering (EECS),Jessica Boles,N/A,https://vcresearch.berkeley.edu/faculty/jessica-boles,N/A,N/A
Berkeley,Haas School of Business,Matilde Bombardini,N/A,https://vcresearch.berkeley.edu/faculty/matilde-bombardini,N/A,N/A
Berkeley,Dept of Earth and Planetary Science,William Boos,N/A,https://vcresearch.berkeley.edu/faculty/william-boos,N/A,N/A
Berkeley,Dept of Integrative Biology,Mike Boots,N/A,https://vcresearch.berkeley.edu/faculty/mike-boots,N/A,N/A
Berkeley,Dept of Mathematics,Richard Borcherds,N/A,https://vcresearch.berkeley.edu/faculty/richard-borcherds,N/A,N/A
Berkeley,Haas School of Business,Severin Borenstein,N/A,https://vcresearch.berkeley.edu/faculty/severin-borenstein,N/A,N/A
Berkeley,Division of Computer Science (EECS),Christian Borgs,N/A,https://vcresearch.berkeley.edu/faculty/christian-borgs,N/A,N/A
Berkeley,Dept of Mechanical Engineering,Francesco Borrelli,N/A,https://vcresearch.berkeley.edu/faculty/francesco-borrelli,N/A,N/A
Berkeley,Dept of Agricultural & Resource Economics,Kirill Borusyak,N/A,https://vcresearch.berkeley.edu/faculty/kirill-borusyak,N/A,N/A
Berkeley,Dept of Architecture,Peter C. Bosselmann,N/A,https://vcresearch.berkeley.edu/faculty/peter-c-bosselmann,N/A,N/A
Berkeley,Dept of Molecular & Cell Biology,Michael Botchan,N/A,https://vcresearch.berkeley.edu/faculty/michael-botchan,N/A,N/A
Berkeley,Dept of Physics,Raphael Bousso,N/A,https://vcresearch.berkeley.edu/faculty/raphael-bousso,N/A,N/A
Berkeley,Dept of Integrative Biology,Rauri C.K. Bowie,N/A,https://vcresearch.berkeley.edu/faculty/rauri-bowie,N/A,N/A
Berkeley,"Dept of Environmental Science, Policy & Management",Timothy Bowles,N/A,https://vcresearch.berkeley.edu/faculty/timothy-bowles,N/A,N/A
Berkeley,School of Public Health,Sabrina Boyce,N/A,https://vcresearch.berkeley.edu/faculty/sabrina-boyce,N/A,N/A
Berkeley,Dept of Film and Media,Rizvana Bradley,N/A,https://vcresearch.berkeley.edu/faculty/rizvana-bradley,N/A,N/A
Berkeley,School of Public Health,Patrick Bradshaw,N/A,https://vcresearch.berkeley.edu/faculty/patrick-bradshaw,N/A,N/A
Berkeley,School of Law,Andrew Bradt,N/A,https://vcresearch.berkeley.edu/faculty/andrew-bradt,N/A,N/A
Berkeley,Goldman School of Public Policy,Henry Brady,N/A,https://vcresearch.berkeley.edu/faculty/henry-brady,N/A,N/A
Berkeley,Dept of Architecture,Gail S. Brager,N/A,https://vcresearch.berkeley.edu/faculty/gail-brager,N/A,N/A
Berkeley,Dept of Landscape Architecture & Environmental Planning,Anna Livia Brand,N/A,https://vcresearch.berkeley.edu/faculty/anna-livia-brand,N/A,N/A
Berkeley,Dept of Molecular & Cell Biology,Gloria Brar,N/A,https://vcresearch.berkeley.edu/faculty/gloria-brar,N/A,N/A
Berkeley,"Dept of Environmental Science, Policy & Management",Justin Brashares,N/A,https://vcresearch.berkeley.edu/faculty/justin-brashares,N/A,N/A
Berkeley,Dept of Sociology,Robert Braun,N/A,https://vcresearch.berkeley.edu/faculty/robert-braun,N/A,N/A
Berkeley,Dept of Civil and Environmental Engineering,Jonathan D. Bray,N/A,https://vcresearch.berkeley.edu/faculty/jonathan-bray,N/A,N/A
Berkeley,Dept of Plant and Microbial Biology,Rachel Brem,N/A,https://vcresearch.berkeley.edu/faculty/rachel-brem,N/A,N/A
Berkeley,Dept of Bioengineering,Steven E. Brenner,N/A,https://vcresearch.berkeley.edu/faculty/steven-brenner,N/A,N/A
Berkeley,School of Public Health,Amanda Brewster,N/A,https://vcresearch.berkeley.edu/faculty/amanda-brewster,N/A,N/A
Berkeley,Dept of Physics,Raúl Briceño,N/A,https://vcresearch.berkeley.edu/faculty/raul-briceno,N/A,N/A
Berkeley,School of Law,Khiara M. Bridges,N/A,https://vcresearch.berkeley.edu/faculty/khiara-bridges,N/A,N/A
Berkeley,Dept of Anthropology,Charles L Briggs,N/A,https://vcresearch.berkeley.edu/faculty/charles-briggs,N/A,N/A
Berkeley,Dept of History,Mark Brilliant,N/A,https://vcresearch.berkeley.edu/faculty/mark-brilliant,N/A,N/A
Berkeley,School of Education,Travis J. Bristol,N/A,https://vcresearch.berkeley.edu/faculty/travis-j-bristol,N/A,N/A
Berkeley,Dept of Comparative Literature,Karl Britto,N/A,https://vcresearch.berkeley.edu/faculty/karl-britto,N/A,N/A
Berkeley,School of Education,Tolani Britton,N/A,https://vcresearch.berkeley.edu/faculty/tolani-britton,N/A,N/A
Berkeley,Dept of Spanish and Portuguese,Natalia Brizuela,N/A,https://vcresearch.berkeley.edu/faculty/natalia-brizuela,N/A,N/A
Berkeley,Dept of Molecular & Cell Biology,Stephen Brohawn,N/A,https://vcresearch.berkeley.edu/faculty/stephen-brohawn,N/A,N/A
Berkeley,Dept of Political Science,David Broockman,N/A,https://vcresearch.berkeley.edu/faculty/david-broockman,N/A,N/A
Berkeley,Dept of Integrative Biology,George A. Brooks,N/A,https://vcresearch.berkeley.edu/faculty/george-brooks,N/A,N/A
Berkeley,Dept of Sociology,Eliza Brown,N/A,https://vcresearch.berkeley.edu/faculty/eliza-brown,N/A,N/A
Berkeley,School of Public Health,Timothy T. Brown,N/A,https://vcresearch.berkeley.edu/faculty/timothy-t-brown,N/A,N/A
Berkeley,Dept of Geography,Tianna Bruno,N/A,https://vcresearch.berkeley.edu/faculty/tianna-bruno,N/A,N/A
Berkeley,Dept of Political Science,Ryan Brutger,N/A,https://vcresearch.berkeley.edu/faculty/ryan-brutger,N/A,N/A
Berkeley,Dept of City & Regional Planning,Max Buchholz,N/A,https://vcresearch.berkeley.edu/faculty/max-buchholz,N/A,N/A
Berkeley,Dept of Earth and Planetary Science,Bruce Buffett,N/A,https://vcresearch.berkeley.edu/faculty/bruce-buffett,N/A,N/A
Berkeley,Dept of Psychology,Silvia Bunge,N/A,https://vcresearch.berkeley.edu/faculty/silvia-bunge,N/A,N/A
Berkeley,Dept of Sociology,Michael Burawoy,N/A,https://vcresearch.berkeley.edu/faculty/michael-burawoy,N/A,N/A
Berkeley,Dept of Earth and Planetary Science,Roland Bürgmann,N/A,https://vcresearch.berkeley.edu/faculty/roland-burgmann,N/A,N/A
Berkeley,School of Social Welfare,Linda Burton,N/A,https://vcresearch.berkeley.edu/faculty/linda-burton,N/A,N/A
Berkeley,Dept of French,William M Burton,N/A,https://vcresearch.berkeley.edu/faculty/william-m-burton,N/A,N/A
Berkeley,Dept of Political Science,Jennifer Bussell,N/A,https://vcresearch.berkeley.edu/faculty/jennifer-bussell,N/A,N/A
Berkeley,Dept of Chemistry,Carlos Bustamante,N/A,https://vcresearch.berkeley.edu/faculty/carlos-bustamante,N/A,N/A
Berkeley,Dept of Comparative Literature,Judith Butler,N/A,https://vcresearch.berkeley.edu/faculty/judith-butler,N/A,N/A
Berkeley,Dept of Architecture,Luisa Caldas,N/A,https://vcresearch.berkeley.edu/faculty/luisa-caldas,N/A,N/A
Berkeley,Dept of City & Regional Planning,Teresa Caldeira,N/A,https://vcresearch.berkeley.edu/faculty/teresa-caldeira,N/A,N/A
