University,Department,Name,Position,Link,Email,Research Focus,Profile_link
Stanford,Engineering,Nicholas Melosh,Professor of Materials Science and Engineering,https://engineering.stanford.edu/people/nicholas-melosh,,,
Stanford,Engineering,David Miller,"W.M. Keck Foundation Professor of Electrical Engineering and Professor, by courtesy, of Applied Physics",https://engineering.stanford.edu/people/david-miller,,,
Stanford,Engineering,Eduardo Miranda,Professor of Civil and Environmental Engineering,https://engineering.stanford.edu/people/eduardo-miranda,,,
Stanford,Engineering,William Mitch,Professor of Civil and Environmental Engineering,https://engineering.stanford.edu/people/william-mitch,,,
Stanford,Engineering,John Mitchell,"Mary and Gordon Crary Family Professor in the School of Engineering, and Professor, by courtesy, of Electrical Engineering and of Education",https://engineering.stanford.edu/people/john-mitchell,,,
Stanford,Engineering,Subhasish Mitra,William E. Ayer Professor of Electrical Engineering and Professor of Computer Science,https://engineering.stanford.edu/people/subhasish-mitra,,,
Stanford,Engineering,Parviz Moin,Franklin P. and Caroline M. Johnson Professor in the School of Engineering,https://engineering.stanford.edu/people/parviz-moin,,,
Stanford,Engineering,Stephen Monismith,Obayashi Professor in the School of Engineering and Professor of Oceans,https://engineering.stanford.edu/people/stephen-monismith,,,
Stanford,Engineering,Andrea Montanari,John D. and Sigrid Banks Professor and Professor of Mathematics,https://engineering.stanford.edu/people/andrea-montanari,,,
Stanford,Engineering,Kunal Mukherjee,Assistant Professor of Materials Science and Engineering,https://engineering.stanford.edu/people/kunal-mukherjee,,,
Stanford,Engineering,Drew Nelson,"Professor of Mechanical Engineering, Emeritus",https://engineering.stanford.edu/people/drew-nelson,,,
Stanford,Engineering,Dwight Nishimura,"Addie and Al Macovski Professor, Emeritus",https://engineering.stanford.edu/people/dwight-nishimura,,,
Stanford,Engineering,Hae Young Noh,Associate Professor of Civil and Environmental Engineering,https://engineering.stanford.edu/people/haeyoung-noh,,,
Stanford,Engineering,Paul Nuyujukian,"Assistant Professor of Bioengineering and of Neurosurgery and, by courtesy, of Electrical Engineering",https://engineering.stanford.edu/people/paul-nuyujukian,,,
Stanford,Engineering,Allison Okamura,Richard W. Weiland Professor in the School of Engineering,https://engineering.stanford.edu/people/allison-okamura,,,
Stanford,Engineering,Kunle Olukotun,"Cadence Design Systems Professor, Professor of Electrical Engineering and of Computer Science",https://engineering.stanford.edu/people/oyekunle-olukotun,,,
Stanford,Engineering,Brad Osgood,"Professor of Electrical Engineering and, by courtesy, in Education",https://engineering.stanford.edu/people/brad-osgood,,,
Stanford,Engineering,Khalid Osman,"Assistant Professor of Civil and Environmental Engineering and Center Fellow, by courtesy, at the Woods Institute for the Environment",https://engineering.stanford.edu/people/khalid-osman,,,
Stanford,Engineering,Nicholas Ouellette,Professor of Civil and Environmental Engineering,https://engineering.stanford.edu/people/nicholas-ouellette,,,
Stanford,Engineering,John Ousterhout,"Leonard Bosack and Sandy K. Lerner Professor of Engineering, Professor of Computer Science and, by courtesy, of Electrical Engineering",https://engineering.stanford.edu/people/john-ousterhout,,,
Stanford,Engineering,Ayfer Ozgur,Associate Professor of Electrical Engineering,https://engineering.stanford.edu/people/ayfer-ozgur,,,
Stanford,Engineering,M Elisabeth Pate-Cornell,Burton J. and DeeDee McMurtry Professor in the School of Engineering,https://engineering.stanford.edu/people/elisabeth-pate-cornell,,,
Stanford,Engineering,John M. Pauly,Reid Weaver Dennis Professor,https://engineering.stanford.edu/people/john-pauly,,,
Stanford,Engineering,Marco Pavone,"Associate Professor of Aeronautics and Astronautics and, by courtesy, of Electrical Engineering and of Computer Science",https://engineering.stanford.edu/people/marco-pavone,,,
Stanford,Engineering,Markus Pelger,Assistant Professor of Management Science and Engineering,https://engineering.stanford.edu/people/markus-pelger,,,
Stanford,Engineering,Piero Pianetta,Professor (Research) of Photon Science and of Electrical Engineering,https://engineering.stanford.edu/people/piero-pianetta,,,
Stanford,Engineering,Christopher Piech,"Assistant Professor (Teaching) of Computer Science and, by courtesy, of Education",https://engineering.stanford.edu/people/chris-piech,,,
Stanford,Engineering,Mert Pilanci,Assistant Professor of Electrical Engineering,https://engineering.stanford.edu/people/mert-pilanci,,,
Stanford,Engineering,Jim Plummer,"John M. Fluke Professor of Electrical Engineering and Professor, by courtesy, of Materials Science and Engineering",https://engineering.stanford.edu/people/jim-plummer,,,
Stanford,Engineering,Ada Poon,Associate Professor of Electrical Engineering,https://engineering.stanford.edu/people/ada-s-y-poon,,,
Stanford,Engineering,Eric Pop,"Pease-Ye Professor, Professor of Electrical Engineering, Senior Fellow at the Precourt Institute for Energy and Professor, by courtesy, of Materials Science and Engineering and of Applied Physics",https://engineering.stanford.edu/people/eric-pop,,,
Stanford,Engineering,Balaji Prabhakar,"VMware Founders Professor of Computer Science, Professor of Electrical Engineering and, by courtesy, of Operations, Information and Technology at the Graduate School of Business",https://engineering.stanford.edu/people/balaji-prabhakar,,,
Stanford,Engineering,Manu Prakash,"Associate Professor of Bioengineering, Senior Fellow at the Woods Institute for the Environment and Associate Professor, by courtesy, of Oceans and of Biology",https://engineering.stanford.edu/people/manu-prakash,,,
Stanford,Engineering,Friedrich Prinz,"Leonardo Professor, Professor of Mechanical Engineering, of Materials Science and Engineering and Senior Fellow at the Precourt Institute for Energy",https://engineering.stanford.edu/people/friedrich-prinz,,,
Stanford,Engineering,Lei (Stanley) Qi,Associate Professor of Bioengineering,https://engineering.stanford.edu/people/stanley-qi,,,
Stanford,Engineering,Jian Qin,Assistant Professor of Chemical Engineering,https://engineering.stanford.edu/people/jian-qin,,,
Stanford,Engineering,Priyanka Raina,"Assistant Professor of Electrical Engineering and, by courtesy, of Computer Science",https://engineering.stanford.edu/people/priyanka-raina,,,
Stanford,Engineering,Ram Rajagopal,Associate Professor of Civil and Environmental Engineering and of Electrical Engineering,https://engineering.stanford.edu/people/ram-rajagopal,,,
Stanford,Engineering,Christopher Re,Associate Professor of Computer Science,https://engineering.stanford.edu/people/chris-re,,,
Stanford,Engineering,Omer Reingold,Rajeev Motwani Professor of Computer Science,https://engineering.stanford.edu/people/omer-reingold,,,
Stanford,Engineering,Juan Rivas-Davila,Associate Professor of Electrical Engineering and Senior Fellow at the Precourt Institute for Energy,https://engineering.stanford.edu/people/juan-rivas-davila,,,
Stanford,Engineering,Stephen Rock,"Professor of Aeronautics and Astronautics, Emeritus",https://engineering.stanford.edu/people/stephen-rock,,,
Stanford,Engineering,Mendel Rosenblum,Cheriton Family Professor and Professor of Electrical Engineering,https://engineering.stanford.edu/people/mendel-rosenblum,,,
Stanford,Engineering,Bernard Roth,"Professor of Mechanical Engineering, Emeritus",https://engineering.stanford.edu/people/bernard-roth,,,
Stanford,Engineering,Aviad Rubinstein,Assistant Professor of Computer Science,https://engineering.stanford.edu/people/aviad-rubinstein,,,
Stanford,Engineering,Amin Saberi,Professor of Management Science and Engineering,https://engineering.stanford.edu/people/amin-saberi,,,
Stanford,Engineering,Dorsa Sadigh,Assistant Professor of Computer Science and of Electrical Engineering,https://engineering.stanford.edu/people/dorsa-sadigh,,,
Stanford,Engineering,Mehran Sahami,"Tencent Chair of the of the Computer Science Department, James and Ellenor Chesebrough Professor and Senior Fellow, by courtesy, at the Freeman Spogli Institute for International Studies",https://engineering.stanford.edu/people/mehran-sahami,,,
Stanford,Engineering,Maria Sakovsky,Assistant Professor of Aeronautics and Astronautics,https://engineering.stanford.edu/people/maria-sakovsky,,,
Stanford,Engineering,Alberto Salleo,Hong Seh and Vivian W. M. Lim Professor,https://engineering.stanford.edu/people/alberto-salleo,,,
Stanford,Engineering,Juan G. Santiago,Charles Lee Powell Foundation Professor,https://engineering.stanford.edu/people/juan-santiago,,,
Stanford,Engineering,Krishna Saraswat,"Rickey/Nielsen Professor in the School of Engineering and Professor, by courtesy, of Materials Science and Engineering",https://engineering.stanford.edu/people/krishna-saraswat,,,
Stanford,Engineering,Mac Schwager,Associate Professor of Aeronautics and Astronautics,https://engineering.stanford.edu/people/mac-schwager,,,
Stanford,Engineering,Debbie Senesky,"Associate Professor of Aeronautics and Astronautics, of Electrical Engineering and Senior Fellow at the Precourt Institute for Energy",https://engineering.stanford.edu/people/debbie-senesky,,,
Stanford,Engineering,Ross Shachter,Associate Professor of Management Science and Engineering,https://engineering.stanford.edu/people/ross-shachter,,,
Stanford,Engineering,Eric S.G. Shaqfeh,Lester Levi Carter Professor and Professor of Mechanical Engineering,https://engineering.stanford.edu/people/eric-shaqfeh,,,
Stanford,Engineering,Sheri D. Sheppard,"Emeritus Faculty, Acad Council",https://engineering.stanford.edu/people/sheri-sheppard,,,
Stanford,Engineering,Aaron Sidford,Associate Professor of Management Science and Engineering and of Computer Science,https://engineering.stanford.edu/people/aaron-sidford,,,
Stanford,Engineering,Barbara G Simpson,Assistant Professor of Civil and Environmental Engineering,https://engineering.stanford.edu/people/barbara-simpson,,,
Stanford,Engineering,Bob Sinclair,Charles M. Pigott Professor in the School of Engineering,https://engineering.stanford.edu/people/robert-sinclair,,,
Stanford,Engineering,Mark A. Skylar-Scott,Assistant Professor of Bioengineering,https://engineering.stanford.edu/people/mark-skylar-scott,,,
Stanford,Engineering,Hyongsok Tom  Soh,"Professor of Radiology (Early Detection), of Electrical Engineering, of Bioengineering and, by courtesy, of Chemical Engineering",https://engineering.stanford.edu/people/h-tom-soh,,,
Stanford,Engineering,Olav Solgaard,"Director, Edward L. Ginzton Laboratory and Robert L. and Audrey S. Hancock Professor in the School of Engineering",https://engineering.stanford.edu/people/olav-solgaard,,,
Stanford,Engineering,Andrew Spakowitz,"Tang Family Foundation Chair of the Department of Chemical Engineering, Professor of Chemical Engineering and of Materials Science and Engineering",https://engineering.stanford.edu/people/andrew-spakowitz,,,
Stanford,Engineering,Alfred M. Spormann,"Professor of Civil and Environmental Engineering and of Chemical Engineering, Emeritus",https://engineering.stanford.edu/people/alfred-spormann,,,
Stanford,Engineering,Robert Sutton,"Professor of Management Science & Engineering, Emeritus",https://engineering.stanford.edu/people/robert-sutton,,,
Stanford,Engineering,James Swartz,James H. Clark Professor in the School of Engineering and Professor of Chemical Engineering and of Bioengineering,https://engineering.stanford.edu/people/james-swartz,,,
Stanford,Engineering,James Sweeney,"Professor of Management Science & Engineering, Senior Fellow at the Stanford Institute for Economic Policy Research, at the Precourt Institute for Energy and, by courtesy, at the Hoover Institution",https://engineering.stanford.edu/people/james-sweeney,,,
Stanford,Engineering,Vasilis Syrgkanis,"Assistant Professor of Management Science and Engineering and, by courtesy, of Computer Science and Electrical Engineering",https://engineering.stanford.edu/people/vasilis-syrgkanis,,,
Stanford,Engineering,Li-Yang Tan,Assistant Professor of Computer Science,https://engineering.stanford.edu/people/li-yang-tan,,,
Stanford,Engineering,Sindy Tang,"Associate Professor of Mechanical Engineering, Senior Fellow at the Woods Institute for the Environment and Professor, by courtesy, of Radiology and of Bioengineering",https://engineering.stanford.edu/people/sindy-tang,,,
Stanford,Engineering,William Abraham Tarpeh,"Assistant Professor of Chemical Engineering, by courtesy, of Civil and Environmental Engineering and Center Fellow, by courtesy, at the Woods Institute for the Environment",https://engineering.stanford.edu/people/william-tarpeh,,,
Stanford,Engineering,Hawa Racine Thiam,Assistant Professor of Bioengineering and of Microbiology and Immunology,https://engineering.stanford.edu/people/hawa-racine-thiam,,,
Stanford,Engineering,Fouad Tobagi,Professor of Electrical Engineering,https://engineering.stanford.edu/people/fouad-tobagi,,,
Stanford,Engineering,Caroline Trippel,Assistant Professor of Computer Science and of Electrical Engineering,https://engineering.stanford.edu/people/caroline-trippel,,,
Stanford,Engineering,David Tse,Thomas Kailath and Guanghan Xu Professor of Engineering,https://engineering.stanford.edu/people/david-tse,,,
Stanford,Engineering,Edison Tse,"Associate Professor of Management Science and Engineering, Emeritus",https://engineering.stanford.edu/people/edison-tse,,,
Stanford,Engineering,Madeleine Udell,"Assistant Professor of Management Science and Engineering and, by courtesy, of Electrical Engineering",https://engineering.stanford.edu/people/madeleine-udell,,,
Stanford,Engineering,Johan Ugander,Associate Professor of Management Science and Engineering,https://engineering.stanford.edu/people/johan-ugander,,,
Stanford,Engineering,Melissa Valentine,Associate Professor of Management Science and Engineering,https://engineering.stanford.edu/people/melissa-valentine,,,
Stanford,Engineering,Gregory Valiant,Associate Professor of Computer Science,https://engineering.stanford.edu/people/gregory-valiant,,,
Stanford,Engineering,Benjamin Van Roy,"Professor of Electrical Engineering, of Management Science and Engineering",https://engineering.stanford.edu/people/benjamin-van-roy,,,
Stanford,Engineering,Ellen Vitercik,Assistant Professor of Management Sciences and Engineering and of Computer Science,https://engineering.stanford.edu/people/ellen-vitercik,,,
Stanford,Engineering,Jelena Vuckovic,"Jensen Huang Professor of Global Leadership, Professor of Electrical Engineering and, by courtesy, of Applied Physics",https://engineering.stanford.edu/people/jelena-vuckovic,,,
Stanford,Engineering,Todd Walter,Professor (Research) of Aeronautics and Astronautics,https://engineering.stanford.edu/people/todd-walter,,,
Stanford,Engineering,Bo Wang,"Assistant Professor of Bioengineering and, by courtesy, Developmental Biology",https://engineering.stanford.edu/people/bo-wang,,,
Stanford,Engineering,Hai Wang,Professor of Mechanical Engineering,https://engineering.stanford.edu/people/hai-wang,,,
Stanford,Engineering,Shan X. Wang,"Leland T. Edwards Professor in the School of Engineering and Professor of Electrical Engineering and, by courtesy, of Radiology (Molecular Imaging Program at Stanford)",https://engineering.stanford.edu/people/shan-wang,,,
Stanford,Engineering,Itschak Weissman,Professor of Electrical Engineering,https://engineering.stanford.edu/people/tsachy-weissman,,,
Stanford,Engineering,Gordon Wetzstein,"Associate Professor of Electrical Engineering and, by courtesy, of Computer Science",https://engineering.stanford.edu/people/gordon-wetzstein,,,
Stanford,Engineering,John Weyant,Professor (Research) of Management Science and Engineering and of Energy Science Engineering,https://engineering.stanford.edu/people/john-weyant,,,
Stanford,Engineering,Keith Winstein,"Associate Professor of Computer Science and, by courtesy, of Electrical Engineering",https://engineering.stanford.edu/people/keith-winstein,,,
Stanford,Engineering,H.-S. Philip Wong,Willard R. and Inez Kerr Bell Professor in the School of Engineering,https://engineering.stanford.edu/people/hsphilip-wong,,,
Stanford,Engineering,S Simon Wong,"Professor of Electrical Engineering, Emeritus",https://engineering.stanford.edu/people/s-wong,,,
Stanford,Engineering,Mary Wootters,Associate Professor of Computer Science and of Electrical Engineering,https://engineering.stanford.edu/people/mary-wootters,,,
Stanford,Engineering,Jiajun Wu,"Assistant Professor of Computer Science and, by courtesy, of Psychology",https://engineering.stanford.edu/people/jiajun-wu,,,
Stanford,Engineering,Daniel Yamins,Assistant Professor of Psychology and of Computer Science,https://engineering.stanford.edu/people/dan-yamins,,,
Stanford,Engineering,Diyi Yang,Assistant Professor of Computer Science,https://engineering.stanford.edu/people/diyi-yang,,,
Stanford,Engineering,Yinyu Ye,"Kwoh-Ting Li Professor in the School of Engineering and Professor, by courtesy, of Electrical Engineering",https://engineering.stanford.edu/people/yinyu-ye,,,
Stanford,Engineering,"Paul Yock, MD","Emeritus Faculty, Acad Council",https://engineering.stanford.edu/people/paul-yock,,,
Stanford,Engineering,Howard Zebker,Professor of Electrical Engineering and of Geophysics,https://engineering.stanford.edu/people/howard-zebker,,,
Stanford,Engineering,Renee Zhao,"Assistant Professor of Mechanical Engineering and, by courtesy, of Materials Science and Engineering",https://engineering.stanford.edu/people/renee-zhao,,,
Stanford,Engineering,Xiaolin Zheng,"Professor of Mechanical Engineering, of Energy Science Engineering and, by courtesy, of Materials Science and Engineering",https://engineering.stanford.edu/people/xiaolin-zheng,,,
